Region,RegionName,StateName,CountyName,CityName,ForecastYoYPctChange
City,Indian River,MI,Cheboygan County,Indian River,4.0
City,Indian River Shores,FL,Indian River County,Indian River Shores,4.0
City,Indian Rocks Beach,FL,Pinellas County,Indian Rocks Beach,9.7
City,Indian Shores,FL,Pinellas County,Indian Shores,6.9
City,Indian Springs,GA,Catoosa County,Indian Springs,4.1
City,Indian Springs,NV,Clark County,Indian Springs,-2.3
City,Indian Springs Village,AL,Shelby County,Indian Springs Village,6.7
City,Indian Township Indian Reservation,ME,Washington County,Indian Township Indian Reservation,-38.9
City,Indian Trail,NC,Union County,Indian Trail,3.8
City,Indian Valley,VA,Floyd County,Indian Valley,10.8
City,Indian Valley,ID,Adams County,Indian Valley,17.6
City,Indian Village,IN,Saint Joseph County,Indian Village,4.7
City,Indian Wells,CA,Riverside County,Indian Wells,2.2
City,Indiana,PA,Indiana County,Indiana,3.1
City,Indiana Township,PA,Allegheny County,Indiana Township,3.8
City,Indianapolis,IN,Marion County,Indianapolis,5.1
City,Indianola,IA,Warren County,Indianola,3.7
City,Indianola,MS,Sunflower County,Indianola,3.2
City,Indianola,NE,Red Willow County,Indianola,3.1
City,Indianola,OK,Pittsburg County,Indianola,10.9
City,Indianola,IL,Vermilion County,Indianola,3.1
City,Indianola,WA,Kitsap County,Indianola,3.6
City,Indiantown,FL,Martin County,Indiantown,1.4
City,Indio,CA,Riverside County,Indio,3.9
City,Indore,WV,Clay County,Indore,0.7
City,Industrial,GA,Gordon County,Industrial,3.5
City,Industry,PA,Beaver County,Industry,5.8
City,Industry,TX,Austin County,Industry,2.6
City,Industry,IL,McDonough County,Industry,5.6
City,Industry,ME,Franklin County,Industry,6.2
City,Ingalls,IN,Madison County,Ingalls,4.4
City,Ingalls,KS,Gray County,Ingalls,-0.4
City,Ingleside,MD,Queen Annes County,Ingleside,5.4
City,Ingleside,TX,San Patricio County,Ingleside,3.9
City,Ingleside on the Bay,TX,San Patricio County,Ingleside on the Bay,4.2
City,Inglewood,CA,Los Angeles County,Inglewood,8.9
City,Inglewood,NE,Dodge County,Inglewood,3.0
City,Inglis,FL,Levy County,Inglis,2.1
City,Ingraham,IL,Jasper County,Ingraham,0.5
City,Ingram,PA,Allegheny County,Ingram,4.7
City,Ingram,TX,Kerr County,Ingram,3.9
City,Inkom,ID,Bannock County,Inkom,4.7
City,Inkster,ND,Grand Forks County,Inkster,-5.2
City,Inkster,MI,Wayne County,Inkster,7.9
City,Inman,SC,Spartanburg County,Inman,4.5
City,Inman,KS,McPherson County,Inman,7.0
City,Innsbrook,MO,Warren County,Innsbrook,7.3
City,Inola,OK,Rogers County,Inola,3.6
City,Intercession City,FL,Osceola County,Intercession City,4.7
City,Interlachen,FL,Putnam County,Interlachen,6.4
City,Interlaken,NY,Seneca County,Interlaken,2.8
City,Interlaken,NJ,Monmouth County,Interlaken,6.6
City,Interlochen,MI,Grand Traverse County,Interlochen,5.5
City,International Falls,MN,Koochiching County,International Falls,3.2
City,Inver Grove Heights,MN,Dakota County,Inver Grove Heights,4.4
City,Inverness,CA,Marin County,Inverness,7.0
City,Inverness,IL,Cook County,Inverness,3.7
City,Inverness,MS,Sunflower County,Inverness,0.1
City,Inverness,FL,Citrus County,Inverness,4.9
City,Inverness,MT,Hill County,Inverness,1.1
City,Inwood,WV,Berkeley County,Inwood,5.2
City,Inwood,NY,Nassau County,Inwood,4.0
City,Inwood,IA,Lyon County,Inwood,3.1
City,Inyokern,CA,Kern County,Inyokern,3.3
City,Iola,IL,Clay County,Iola,8.2
City,Iola,PA,Columbia County,Iola,5.0
City,Iola,TX,Grimes County,Iola,4.4
City,Iola,KS,Allen County,Iola,2.4
City,Iola,WI,Waupaca County,Iola,3.1
City,Iona,ID,Bonneville County,Iona,6.5
City,Iona,MN,Murray County,Iona,-1.7
City,Ione,OR,Morrow County,Ione,-1.9
City,Ione,CA,Amador County,Ione,5.2
City,Ione,WA,Pend Oreille County,Ione,5.1
City,Ionia,MI,Ionia County,Ionia,5.5
City,Ionia,IA,Chickasaw County,Ionia,4.1
City,Ionia,MO,Benton County,Ionia,6.3
City,Iota,LA,Acadia Parish,Iota,-8.4
City,Iowa,LA,Calcasieu Parish,Iowa,8.7
City,Iowa City,IA,Johnson County,Iowa City,4.1
City,Iowa Colony,TX,Brazoria County,Iowa Colony,3.6
City,Iowa Falls,IA,Hardin County,Iowa Falls,3.4
City,Iowa Park,TX,Wichita County,Iowa Park,3.9
City,Ipava,IL,Fulton County,Ipava,2.3
City,Ipswich,SD,Edmunds County,Ipswich,5.1
City,Ipswich,MA,Essex County,Ipswich,2.7
City,Ira,TX,Scurry County,Ira,-2.9
City,Ira,IA,Jasper County,Ira,5.3
City,Ira,VT,Rutland County,Ira,1.6
City,Ira,NY,Cayuga County,Ira,3.6
City,Iraan,TX,Pecos County,Iraan,7.5
City,Irasburg,VT,Orleans County,Irasburg,4.0
City,Iredell,TX,Bosque County,Iredell,3.1
City,Ireland,WV,Lewis County,Ireland,11.6
City,Irene,TX,Hill County,Irene,2.9
City,Irene,SD,Turner County,Irene,0.4
City,Ireton,IA,Sioux County,Ireton,3.8
City,Irma,WI,Lincoln County,Irma,1.7
City,Irmo,SC,Richland County,Irmo,3.8
City,Iron,MN,Saint Louis County,Iron,0.8
City,Iron City,GA,Seminole County,Iron City,4.3
City,Iron City,TN,Wayne County,Iron City,5.7
City,Iron Gate,VA,Alleghany County,Iron Gate,2.1
City,Iron Mountain,MI,Dickinson County,Iron Mountain,4.0
City,Iron Mountain Lake,MO,Saint Francois County,Iron Mountain Lake,8.9
City,Iron Ridge,WI,Dodge County,Iron Ridge,4.7
City,Iron River,MI,Iron County,Iron River,0.6
City,Iron River,WI,Bayfield County,Iron River,2.6
City,Iron Station,NC,Lincoln County,Iron Station,6.4
City,Irondale,MO,Washington County,Irondale,11.3
City,Irondale,AL,Jefferson County,Irondale,6.6
City,Irondale,OH,Jefferson County,Irondale,-0.2
City,Irons,MI,Lake County,Irons,6.4
City,Ironside,OR,Malheur County,Ironside,29.8
City,Ironton,MO,Iron County,Ironton,-1.0
City,Ironton,MN,Crow Wing County,Ironton,6.7
City,Ironton,OH,Lawrence County,Ironton,2.2
City,Ironton,WI,Sauk County,Ironton,8.5
City,Ironwood,MI,Gogebic County,Ironwood,5.0
City,Iroquois,SD,Kingsbury County,Iroquois,4.0
City,Iroquois,IL,Iroquois County,Iroquois,-4.3
City,Irrigon,OR,Morrow County,Irrigon,3.3
City,Irvine,KY,Estill County,Irvine,4.1
City,Irvine,CA,Orange County,Irvine,8.0
City,Irving,TX,Dallas County,Irving,5.1
City,Irving,IL,Montgomery County,Irving,6.2
City,Irvington,AL,Mobile County,Irvington,3.1
City,Irvington,NJ,Essex County,Irvington,7.1
City,Irvington,NY,Westchester County,Irvington,4.1
City,Irvington,VA,Lancaster County,Irvington,4.8
City,Irvington,IL,Washington County,Irvington,-0.1
City,Irvington,KY,Breckinridge County,Irvington,3.5
City,Irvona,PA,Clearfield County,Irvona,7.1
City,Irwin,ID,Bonneville County,Irwin,4.8
City,Irwin,OH,Madison County,Irwin,5.4
City,Irwin,IA,Shelby County,Irwin,1.3
City,Irwin,PA,Westmoreland County,Irwin,3.6
City,Irwin,IL,Kankakee County,Irwin,5.5
City,Irwin Township,PA,Venango County,Irwin Township,-6.6
City,Irwindale,CA,Los Angeles County,Irwindale,6.2
City,Irwinton,GA,Wilkinson County,Irwinton,4.2
City,Isabel,KS,Barber County,Isabel,-5.3
City,Isabella,OK,Major County,Isabella,3.7
City,Isabella,MN,Lake County,Isabella,4.5
City,Isabella,MO,Ozark County,Isabella,4.6
City,Isanti,MN,Isanti County,Isanti,5.6
City,Ishpeming,MI,Marquette County,Ishpeming,3.2
City,Isla Vista,CA,Santa Barbara County,Isla Vista,11.3
City,Islamorada,FL,Monroe County,Islamorada,2.0
City,Island,KY,McLean County,Island,4.3
City,Island City,OR,Union County,Island City,1.0
City,Island Falls,ME,Aroostook County,Island Falls,4.6
City,Island Heights,NJ,Ocean County,Island Heights,3.7
City,Island Lake,IL,McHenry County,Island Lake,3.5
City,Island Park,NY,Nassau County,Island Park,4.8
City,Island Park,ID,Fremont County,Island Park,4.6
City,Island Pond,VT,Essex County,Island Pond,3.2
City,Islandton,SC,Colleton County,Islandton,2.9
City,Isle,MN,Mille Lacs County,Isle,3.9
City,Isle La Motte,VT,Grand Isle County,Isle La Motte,-0.4
City,Isle of Hope,GA,Chatham County,Isle of Hope,3.6
City,Isle of Palms,SC,Charleston County,Isle of Palms,5.7
City,Islesboro,ME,Waldo County,Islesboro,-0.1
City,Isleton,CA,Sacramento County,Isleton,6.4
City,Ismay,MT,Custer County,Ismay,6.5
City,Isola,MS,Humphreys County,Isola,-7.2
City,Isom,KY,Letcher County,Isom,3.8
City,Issaquah,WA,King County,Issaquah,3.4
City,Issue,MD,Charles County,Issue,4.5
City,Istachatta,FL,Hernando County,Istachatta,1.3
City,Italy,TX,Ellis County,Italy,8.7
City,Itasca,TX,Hill County,Itasca,3.5
City,Itasca,IL,DuPage County,Itasca,3.7
City,Ithaca,NE,Saunders County,Ithaca,4.0
City,Ithaca,MI,Gratiot County,Ithaca,-0.6
City,Ithaca,OH,Darke County,Ithaca,11.8
City,Itta Bena,MS,Leflore County,Itta Bena,46.7
City,Iuka,KS,Pratt County,Iuka,1.6
City,Iuka,MS,Tishomingo County,Iuka,1.4
City,Iva,SC,Anderson County,Iva,8.3
City,Ivanhoe,TX,Fannin County,Ivanhoe,3.9
City,Ivanhoe,NC,Pender County,Ivanhoe,12.7
City,Ivanhoe,VA,Carroll County,Ivanhoe,4.8
City,Ivanhoe,MN,Lincoln County,Ivanhoe,2.8
City,Ivanhoe,CA,Tulare County,Ivanhoe,4.2
City,Ivel,KY,Floyd County,Ivel,7.7
City,Ives Estates,FL,Miami-Dade County,Ives Estates,7.0
City,Ivesdale,IL,Champaign County,Ivesdale,8.0
City,Ivey,GA,Wilkinson County,Ivey,6.5
City,Ivins,UT,Washington County,Ivins,5.1
City,Ivor,VA,Southampton County,Ivor,3.2
City,Ivydale,WV,Clay County,Ivydale,1.6
City,Ivyland,PA,Bucks County,Ivyland,4.1
City,Ixonia,WI,Jefferson County,Ixonia,5.2
City,Jaars,NC,Union County,Jaars,2.9
City,Jacinto City,TX,Harris County,Jacinto City,5.3
City,Jack,AL,Coffee County,Jack,0.7
City,Jackman,ME,Somerset County,Jackman,0.1
City,Jackpot,NV,Elko County,Jackpot,-9.9
City,Jacks Creek,TN,Chester County,Jacks Creek,1.9
City,Jacksboro,TX,Jack County,Jacksboro,5.0
City,Jacksboro,TN,Campbell County,Jacksboro,5.0
City,Jackson,LA,East Feliciana Parish,Jackson,4.8
City,Jackson,MO,Cape Girardeau County,Jackson,-0.2
City,Jackson,SC,Aiken County,Jackson,-0.1
City,Jackson,WY,Teton County,Jackson,4.6
City,Jackson,AL,Clarke County,Jackson,3.3
City,Jackson,NC,Northampton County,Jackson,-3.4
City,Jackson,ME,Waldo County,Jackson,5.9
City,Jackson,MN,Jackson County,Jackson,-0.3
City,Jackson,MT,Beaverhead County,Jackson,-0.2
City,Jackson,NE,Dakota County,Jackson,5.6
City,Jackson,GA,Butts County,Jackson,7.1
City,Jackson,MS,Hinds County,Jackson,2.9
City,Jackson,CA,Amador County,Jackson,8.9
City,Jackson,TN,Madison County,Jackson,5.5
City,Jackson,MI,Jackson County,Jackson,5.4
City,Jackson,NH,Carroll County,Jackson,16.4
City,Jackson,OH,Jackson County,Jackson,4.6
City,Jackson,WI,Washington County,Jackson,8.2
City,Jackson Center,OH,Shelby County,Jackson Center,4.7
City,Jackson Junction,IA,Winneshiek County,Jackson Junction,-1.0
City,Jackson Township,NJ,Ocean County,Jackson Township,3.4
City,Jackson Township,PA,Columbia County,Jackson Township,4.0
City,Jackson Township,PA,Monroe County,Jackson Township,4.9
City,Jackson Township,PA,Butler County,Jackson Township,6.6
City,Jackson Township,PA,Dauphin County,Jackson Township,5.7
City,Jackson Township,PA,Tioga County,Jackson Township,5.0
City,Jackson Township,PA,Perry County,Jackson Township,4.4
City,Jackson Township,PA,Lebanon County,Jackson Township,4.6
City,Jackson Township,PA,Venango County,Jackson Township,4.7
City,Jackson Township,PA,Lycoming County,Jackson Township,2.1
City,Jackson Township,PA,Northumberland County,Jackson Township,3.5
City,Jackson Township,PA,Cambria County,Jackson Township,7.6
City,Jacksonboro,SC,Colleton County,Jacksonboro,2.2
City,Jacksonburg,WV,Wetzel County,Jacksonburg,5.8
City,Jacksonburg,OH,Butler County,Jacksonburg,4.1
City,Jacksonport,AR,Jackson County,Jacksonport,13.8
City,Jacksons Gap,AL,Tallapoosa County,Jacksons Gap,4.9
City,Jacksonville,AR,Pulaski County,Jacksonville,5.7
City,Jacksonville,OH,Athens County,Jacksonville,4.3
City,Jacksonville,FL,Duval County,Jacksonville,6.6
City,Jacksonville,MO,Randolph County,Jacksonville,6.1
City,Jacksonville,GA,Telfair County,Jacksonville,21.2
City,Jacksonville,OR,Jackson County,Jacksonville,3.2
City,Jacksonville,NC,Onslow County,Jacksonville,4.6
City,Jacksonville,VT,Windham County,Jacksonville,1.5
City,Jacksonville,PA,Indiana County,Jacksonville,9.5
City,Jacksonville,TX,Cherokee County,Jacksonville,3.5
City,Jacksonville,AL,Calhoun County,Jacksonville,5.1
City,Jacksonville,IL,Morgan County,Jacksonville,4.3
City,Jacksonville Beach,FL,Duval County,Jacksonville Beach,5.2
City,Jacob,FL,Jackson County,Jacob,4.0
City,Jacob,IL,Jackson County,Jacob,-5.6
City,Jacobsburg,OH,Belmont County,Jacobsburg,2.3
City,Jacobson,MN,Itasca County,Jacobson,2.5
City,Jacobus,PA,York County,Jacobus,2.9
City,Jacumba,CA,San Diego County,Jacumba,7.4
City,Jadwin,MO,Dent County,Jadwin,5.9
City,Jaffrey,NH,Cheshire County,Jaffrey,6.1
City,Jakin,GA,Early County,Jakin,9.4
City,Jal,NM,Lea County,Jal,-9.9
City,Jamaica,IA,Guthrie County,Jamaica,4.9
City,Jamaica,VA,Middlesex County,Jamaica,5.4
City,Jamaica,VT,Windham County,Jamaica,2.1
City,Jamaica Beach,TX,Galveston County,Jamaica Beach,6.1
City,Jamesburg,NJ,Middlesex County,Jamesburg,6.6
City,Jameson,MO,Daviess County,Jameson,10.3
City,Jamesport,MO,Daviess County,Jamesport,3.4
City,Jamestown,CA,Tuolumne County,Jamestown,12.7
City,Jamestown,NY,Chautauqua County,Jamestown,5.7
City,Jamestown,SC,Berkeley County,Jamestown,2.8
City,Jamestown,RI,Newport County,Jamestown,0.2
City,Jamestown,KY,Russell County,Jamestown,6.3
City,Jamestown,LA,Bienville Parish,Jamestown,-1.7
City,Jamestown,NC,Guilford County,Jamestown,6.2
City,Jamestown,CO,Boulder County,Jamestown,6.3
City,Jamestown,TN,Fentress County,Jamestown,3.4
City,Jamestown,MO,Moniteau County,Jamestown,1.1
City,Jamestown,IN,Boone County,Jamestown,6.7
City,Jamestown,ND,Stutsman County,Jamestown,3.8
City,Jamestown,OH,Greene County,Jamestown,2.8
City,Jamesville,NC,Martin County,Jamesville,14.1
City,Jamieson,OR,Malheur County,Jamieson,22.5
City,Jamison City,PA,Columbia County,Jamison City,9.4
City,Jamul,CA,San Diego County,Jamul,7.4
City,Jane Lew,WV,Lewis County,Jane Lew,0.6
City,Janesville,CA,Lassen County,Janesville,8.6
City,Janesville,IA,Bremer County,Janesville,2.1
City,Janesville,MN,Waseca County,Janesville,2.5
City,Janesville,WI,Rock County,Janesville,4.8
City,Jansen,NE,Jefferson County,Jansen,4.0
City,Jarales,NM,Valencia County,Jarales,4.2
City,Jarbidge,NV,Elko County,Jarbidge,-12.8
City,Jarratt,VA,Greensville County,Jarratt,4.0
City,Jarreau,LA,Pointe Coupee Parish,Jarreau,1.8
City,Jarrell,TX,Williamson County,Jarrell,1.1
City,Jarrettsville,MD,Harford County,Jarrettsville,3.1
City,Jarvisburg,NC,Currituck County,Jarvisburg,3.1
City,Jasonville,IN,Greene County,Jasonville,6.2
City,Jasper,AL,Walker County,Jasper,4.3
City,Jasper,AR,Newton County,Jasper,15.1
City,Jasper,FL,Hamilton County,Jasper,4.3
City,Jasper,GA,Pickens County,Jasper,4.7
City,Jasper,IN,Dubois County,Jasper,3.7
City,Jasper,MN,Pipestone County,Jasper,7.2
City,Jasper,TX,Jasper County,Jasper,3.5
City,Jasper,TN,Marion County,Jasper,4.8
City,Jasper,MI,Lenawee County,Jasper,19.9
City,Java,VA,Pittsylvania County,Java,3.0
City,Java,NY,Wyoming County,Java,3.7
City,Jay,ME,Franklin County,Jay,3.5
City,Jay,VT,Orleans County,Jay,-3.7
City,Jay,OK,Delaware County,Jay,4.6
City,Jay,FL,Santa Rosa County,Jay,7.8
City,Jay Em,WY,Goshen County,Jay Em,2.1
City,Jay Township,PA,Elk County,Jay Township,4.3
City,Jayess,MS,Lawrence County,Jayess,8.7
City,Jean,NV,Clark County,Jean,2.4
City,Jean Lafitte,LA,Jefferson Parish,Jean Lafitte,5.9
City,Jeanerette,LA,Saint Mary Parish,Jeanerette,0.4
City,Jeannette,PA,Westmoreland County,Jeannette,5.0
City,Jeddo,MI,Saint Clair County,Jeddo,5.3
City,Jeffers,MN,Cottonwood County,Jeffers,6.0
City,Jefferson,GA,Jackson County,Jefferson,3.2
City,Jefferson,ME,Lincoln County,Jefferson,5.1
City,Jefferson,OH,Ashtabula County,Jefferson,5.8
City,Jefferson,SD,Union County,Jefferson,5.3
City,Jefferson,IA,Greene County,Jefferson,3.1
City,Jefferson,NH,Coos County,Jefferson,6.4
City,Jefferson,NC,Ashe County,Jefferson,4.8
City,Jefferson,LA,Jefferson Parish,Jefferson,1.3
City,Jefferson,WI,Jefferson County,Jefferson,2.8
City,Jefferson,TX,Marion County,Jefferson,3.9
City,Jefferson,AR,Jefferson County,Jefferson,6.6
City,Jefferson,CO,Park County,Jefferson,3.6
City,Jefferson,SC,Chesterfield County,Jefferson,2.9
City,Jefferson,WV,Kanawha County,Jefferson,2.1
City,Jefferson,OR,Marion County,Jefferson,5.5
City,Jefferson,MD,Frederick County,Jefferson,1.8
City,Jefferson City,TN,Jefferson County,Jefferson City,4.8
City,Jefferson City,MO,Cole County,Jefferson City,2.5
City,Jefferson Hills,PA,Allegheny County,Jefferson Hills,5.1
City,Jefferson Township,NJ,Morris County,Jefferson Township,2.8
City,Jefferson Township,PA,Berks County,Jefferson Township,4.0
City,Jefferson Township,PA,Lackawanna County,Jefferson Township,2.9
City,Jefferson Township,PA,Dauphin County,Jefferson Township,3.6
City,Jefferson Township,PA,Fayette County,Jefferson Township,3.9
City,Jefferson Township,PA,Butler County,Jefferson Township,3.2
City,Jefferson Township,PA,Greene County,Jefferson Township,-0.3
City,Jeffersonton,VA,Culpeper County,Jeffersonton,1.1
City,Jeffersontown,KY,Jefferson County,Jeffersontown,4.0
City,Jeffersonville,IN,Clark County,Jeffersonville,4.8
City,Jeffersonville,IL,Wayne County,Jeffersonville,11.8
City,Jeffersonville,KY,Montgomery County,Jeffersonville,4.4
City,Jeffersonville,GA,Twiggs County,Jeffersonville,3.6
City,Jeffersonville,NY,Sullivan County,Jeffersonville,1.1
City,Jeffersonville,OH,Fayette County,Jeffersonville,8.9
City,Jeffersonville,VT,Lamoille County,Jeffersonville,4.1
City,Jeisyville,IL,Christian County,Jeisyville,9.2
City,Jellico,TN,Campbell County,Jellico,6.3
City,Jelm,WY,Albany County,Jelm,4.1
City,Jemez Pueblo,NM,Sandoval County,Jemez Pueblo,11.1
City,Jemez Springs,NM,Sandoval County,Jemez Springs,6.9
City,Jemison,AL,Chilton County,Jemison,4.7
City,Jena,LA,LaSalle Parish,Jena,6.0
City,Jenera,OH,Hancock County,Jenera,5.5
City,Jenison,MI,Ottawa County,Jenison,4.3
City,Jenkins,KY,Letcher County,Jenkins,-4.3
City,Jenkins,MN,Crow Wing County,Jenkins,10.3
City,Jenkinsburg,GA,Butts County,Jenkinsburg,4.8
City,Jenkinsville,SC,Fairfield County,Jenkinsville,6.8
City,Jenkintown,PA,Montgomery County,Jenkintown,2.9
City,Jenks,OK,Tulsa County,Jenks,6.8
City,Jenks Township,PA,Forest County,Jenks Township,-0.9
City,Jenner,CA,Sonoma County,Jenner,2.9
City,Jennerstown,PA,Somerset County,Jennerstown,3.0
City,Jennette,AR,Crittenden County,Jennette,4.1
City,Jennings,MO,Saint Louis County,Jennings,-4.2
City,Jennings,OK,Pawnee County,Jennings,4.8
City,Jennings,FL,Hamilton County,Jennings,4.5
City,Jennings,LA,Jefferson Davis Parish,Jennings,3.6
City,Jennings Lodge,OR,Clackamas County,Jennings Lodge,3.1
City,Jensen,UT,Uintah County,Jensen,-0.3
City,Jensen Beach,FL,Martin County,Jensen Beach,4.7
City,Jeremiah,KY,Letcher County,Jeremiah,-9.5
City,Jericho,NY,Nassau County,Jericho,2.2
City,Jericho,AR,Crittenden County,Jericho,3.0
City,Jericho,VT,Chittenden County,Jericho,4.6
City,Jerico Springs,MO,Cedar County,Jerico Springs,-6.6
City,Jermyn,PA,Lackawanna County,Jermyn,-0.6
City,Jerome,ID,Jerome County,Jerome,5.6
City,Jerome,MO,Phelps County,Jerome,-6.2
City,Jerome,PA,Somerset County,Jerome,7.8
City,Jerome,IL,Sangamon County,Jerome,0.1
City,Jerome,MI,Hillsdale County,Jerome,3.7
City,Jerome,AZ,Yavapai County,Jerome,7.8
City,Jerome,AR,Drew County,Jerome,-10.9
City,Jeromesville,OH,Ashland County,Jeromesville,4.0
City,Jerry City,OH,Wood County,Jerry City,0.7
City,Jersey,AR,Bradley County,Jersey,7.2
City,Jersey,GA,Walton County,Jersey,8.1
City,Jersey City,NJ,Hudson County,Jersey City,4.9
City,Jersey Shore,PA,Lycoming County,Jersey Shore,3.7
City,Jersey Village,TX,Harris County,Jersey Village,3.1
City,Jerseytown,PA,Columbia County,Jerseytown,11.5
City,Jerseyville,IL,Jersey County,Jerseyville,4.0
City,Jerusalem,OH,Monroe County,Jerusalem,3.0
City,Jerusalem,AR,Conway County,Jerusalem,6.3
City,Jesse,WV,Wyoming County,Jesse,-25.1
City,Jessieville,AR,Garland County,Jessieville,1.6
City,Jessup,PA,Lackawanna County,Jessup,5.2
City,Jessup,MD,Howard County,Jessup,4.2
City,Jesup,GA,Wayne County,Jesup,4.1
City,Jesup,IA,Buchanan County,Jesup,3.0
City,Jetersville,VA,Amelia County,Jetersville,4.7
City,Jetson,KY,Butler County,Jetson,5.1
City,Jewell,IA,Hamilton County,Jewell,3.7
City,Jewell,GA,Hancock County,Jewell,-3.4
City,Jewell Ridge,VA,Buchanan County,Jewell Ridge,-5.8
City,Jewett,IL,Cumberland County,Jewett,0.1
City,Jewett,TX,Leon County,Jewett,3.4
City,Jewett,OH,Harrison County,Jewett,1.8
City,Jewett City,CT,New London County,Jewett City,6.2
City,Jim Falls,WI,Chippewa County,Jim Falls,6.2
City,Jim Thorpe,PA,Carbon County,Jim Thorpe,4.9
City,Joanna,SC,Laurens County,Joanna,7.9
City,Joaquin,TX,Shelby County,Joaquin,4.9
City,Joes,CO,Yuma County,Joes,17.1
City,Johannesburg,CA,Kern County,Johannesburg,3.3
City,Johannesburg,MI,Otsego County,Johannesburg,3.0
City,John Day,OR,Grant County,John Day,6.5
City,Johns Creek,GA,Fulton County,Johns Creek,6.7
City,Johnsburg,IL,McHenry County,Johnsburg,3.3
City,Johnson,AR,Washington County,Johnson,3.1
City,Johnson,MN,Big Stone County,Johnson,5.4
City,Johnson,NE,Nemaha County,Johnson,6.2
City,Johnson,OK,Pottawatomie County,Johnson,6.4
City,Johnson,VT,Lamoille County,Johnson,4.2
City,Johnson City,NY,Broome County,Johnson City,5.6
City,Johnson City,TX,Blanco County,Johnson City,4.5
City,Johnson City,OR,Clackamas County,Johnson City,5.4
City,Johnson City,TN,Washington County,Johnson City,4.6
City,Johnson Creek,WI,Jefferson County,Johnson Creek,5.4
City,Johnsonburg,PA,Elk County,Johnsonburg,7.4
City,Johnsonville,SC,Florence County,Johnsonville,4.7
City,Johnston,RI,Providence County,Johnston,3.2
City,Johnston,SC,Edgefield County,Johnston,5.2
City,Johnston,IA,Polk County,Johnston,3.8
City,Johnston City,IL,Williamson County,Johnston City,3.9
City,Johnstown,OH,Licking County,Johnstown,3.5
City,Johnstown,CO,Weld County,Johnstown,3.1
City,Johnstown,PA,Cambria County,Johnstown,2.8
City,Johnstown,WI,Rock County,Johnstown,3.8
City,Joice,IA,Worth County,Joice,1.7
City,Joinerville,TX,Rusk County,Joinerville,5.0
City,Joliet,MT,Carbon County,Joliet,3.2
City,Joliet,IL,Will County,Joliet,4.5
City,Jolley,IA,Calhoun County,Jolley,5.2
City,Jolly,TX,Clay County,Jolly,4.5
City,Jones,AL,Autauga County,Jones,3.6
City,Jones,MI,Cass County,Jones,0.5
City,Jones,LA,Morehouse Parish,Jones,9.7
City,Jones,OK,Oklahoma County,Jones,4.2
City,Jones Creek,TX,Brazoria County,Jones Creek,3.6
City,Jones Township,PA,Elk County,Jones Township,4.5
City,Jonesboro,AR,Craighead County,Jonesboro,4.3
City,Jonesboro,ME,Washington County,Jonesboro,0.6
City,Jonesboro,TX,Hamilton County,Jonesboro,2.8
City,Jonesboro,LA,Jackson Parish,Jonesboro,0.1
City,Jonesboro,IN,Grant County,Jonesboro,3.3
City,Jonesboro,IL,Union County,Jonesboro,3.4
City,Jonesboro,GA,Clayton County,Jonesboro,6.4
City,Jonesborough,TN,Washington County,Jonesborough,5.8
City,Jonesburg,MO,Montgomery County,Jonesburg,2.7
City,Jonesport,ME,Washington County,Jonesport,27.4
City,Jonestown,TX,Travis County,Jonestown,4.1
City,Jonestown,PA,Lebanon County,Jonestown,5.4
City,Jonestown,MS,Coahoma County,Jonestown,1.7
City,Jonestown,PA,Columbia County,Jonestown,4.7
City,Jonesville,LA,Catahoula Parish,Jonesville,5.3
City,Jonesville,SC,Union County,Jonesville,15.7
City,Jonesville,IN,Bartholomew County,Jonesville,11.9
City,Jonesville,NC,Yadkin County,Jonesville,5.6
City,Jonesville,MI,Hillsdale County,Jonesville,4.2
City,Jonesville,VA,Lee County,Jonesville,2.8
City,Jonesville,KY,Grant County,Jonesville,1.3
City,Joplin,MO,Jasper County,Joplin,11.5
City,Joppa,AL,Cullman County,Joppa,3.5
City,Joppa,MD,Harford County,Joppa,3.8
City,Jordan,NY,Onondaga County,Jordan,8.4
City,Jordan,MN,Scott County,Jordan,3.2
City,Jordan Township,PA,Lycoming County,Jordan Township,4.8
City,Jordan Township,PA,Clearfield County,Jordan Township,-2.7
City,Jordan Township,PA,Northumberland County,Jordan Township,2.4
City,Jordan Valley,OR,Malheur County,Jordan Valley,4.1
City,Joseph,OR,Wallowa County,Joseph,7.2
City,Joseph,UT,Sevier County,Joseph,3.7
City,Joseph City,AZ,Navajo County,Joseph City,6.9
City,Josephine,TX,Collin County,Josephine,3.7
City,Joshua,TX,Johnson County,Joshua,7.1
City,Joshua Tree,CA,San Bernardino County,Joshua Tree,13.7
City,Jourdanton,TX,Atascosa County,Jourdanton,3.0
City,Joy,IL,Mercer County,Joy,3.5
City,Jud,ND,Lamoure County,Jud,4.5
City,Juda,WI,Green County,Juda,2.7
City,Judith Gap,MT,Wheatland County,Judith Gap,0.3
City,Judsonia,AR,White County,Judsonia,2.7
City,Julesburg,CO,Sedgwick County,Julesburg,3.5
City,Juliaetta,ID,Latah County,Juliaetta,3.9
City,Julian,WV,Boone County,Julian,-5.4
City,Julian,CA,San Diego County,Julian,7.4
City,Julian,PA,Centre County,Julian,-0.9
City,Julian,NC,Guilford County,Julian,4.6
City,Juliette,GA,Monroe County,Juliette,4.4
City,Jumpertown,MS,Prentiss County,Jumpertown,4.3
